"Player","Season","Position","Min","Off. g+","g+ Boost","Off. Net g+","Def. g+","g-","Def. Net g+","Net g+","League"
"Nicholas Markanich","2022","ST","148","0.17","-0.01","0.16","0.08","-0.04","0.04","0.2","MLS"
"Daniel Aguirre","2021","DM","51","0.2","0.02","0.21","-0.05","0.04","-0.01","0.2","MLS"
"Latif Blessing","2019","CM","2957","0.1","0.03","0.13","0.03","0.03","0.07","0.2","MLS"
"Bayley Feist","2019","CM","529","0.18","0.01","0.18","0.01","0","0.01","0.2","NWSL"
"Romario Williams","2019","ST","204","0.21","-0.01","0.2","0.03","-0.03","0","0.2","MLS"
"Víctor Vázquez","2018","CM","1532","0.17","0.03","0.2","-0.01","0","0","0.2","MLS"
"Andreu Fontàs","2018","CB","105","0.09","0","0.09","0.05","0.06","0.11","0.2","MLS"
"Maddie Bauer","2018","FB","20","0.02","0.01","0.03","0.35","-0.19","0.16","0.2","NWSL"
"Diego Fagundez","2017","CM","2596","0.21","-0.02","0.2","0.01","0","0","0.2","MLS"
"Sam Mewis","2017","DM","2276","0.16","0.02","0.18","-0.01","0.03","0.02","0.2","NWSL"
"Marta","2017","W","2095","0.13","0.05","0.18","-0.01","0.02","0.02","0.2","NWSL"
"Robbie Keane","2013","ST","2116","0.16","0.04","0.2","-0.01","0","0","0.2","MLS"
"Mamadou Fall","2023","CB","106","0.2","0.01","0.21","-0.09","0.07","-0.02","0.19","MLS"
"Mia Gyau","2023","ST","4","0","-0.02","-0.02","0.14","0.07","0.21","0.19","NWSL"
"Jonathan Perez","2023","FB","74","0.25","0.03","0.28","-0.06","-0.03","-0.1","0.19","MLS"
"Crystal Dunn","2023","CM","1354","0.12","0.03","0.15","0.02","0.01","0.04","0.19","NWSL"
"Calvin Harris","2022","FB","216","0.17","0.02","0.19","-0.01","0.01","0","0.19","MLS"
"Tziarra King","2022","W","566","0.16","0","0.16","0","0.03","0.04","0.19","NWSL"
"Hassan Ndam","2022","CB","52","-0.09","0.03","-0.07","0.01","0.25","0.25","0.19","MLS"
"Carles Gil","2022","AM","3181","0.13","0.06","0.19","0","-0.01","0","0.19","MLS"
"Jorian Baucom","2022","DM","129","0.27","0","0.28","-0.08","0","-0.09","0.19","NWSL"
"Ventura Alvarado","2021","FB","20","0.02","0.01","0.03","0.12","0.04","0.16","0.19","MLS"
"Julian Gressel","2021","FB","2925","0.07","0.05","0.13","0.03","0.03","0.06","0.19","MLS"
"Sarah Luebbert","2021","W","82","0.19","-0.01","0.18","0.03","-0.02","0.01","0.19","NWSL"
"Estelle Johnson","2020","CB","229","-0.04","-0.02","-0.07","0.35","-0.1","0.26","0.19","NWSL"
"Magnus Eriksson","2020","DM","196","-0.02","0.14","0.13","0.05","0.01","0.06","0.19","MLS"
"Crystal Dunn","2018","W","1920","0.14","0.01","0.15","0.01","0.03","0.04","0.19","NWSL"
"Sebastián Blanco","2018","AM","2789","0.21","-0.01","0.2","0","-0.01","-0.01","0.19","MLS"
"Heather O'Reilly","2018","FB","295","0.12","0","0.12","0.01","0.05","0.06","0.19","NWSL"
"Alex Morgan","2017","ST","1153","0.15","0.01","0.16","-0.01","0.04","0.03","0.19","NWSL"
"Jessica McDonald","2017","ST","1140","0.16","0.05","0.21","-0.02","0","-0.02","0.19","NWSL"
"Vicente Sánchez","2017","W","609","0.17","0.01","0.18","0.01","0","0","0.19","MLS"
"Ignacio Piatti","2016","W","3037","0.19","0.01","0.2","0","0","-0.01","0.19","MLS"
"Daniel Royer","2016","W","305","0.13","0.01","0.14","-0.01","0.05","0.05","0.19","MLS"
"Pedro Ribeiro","2014","ST","388","0.23","-0.01","0.21","-0.01","-0.01","-0.02","0.19","MLS"
"Kris Tyrpak","2014","W","200","0.22","-0.01","0.21","-0.02","0","-0.02","0.19","MLS"
"Kekuta Manneh","2014","W","1313","0.15","0.04","0.19","-0.01","0","0","0.19","MLS"
"Kekuta Manneh","2013","W","864","0.18","0.02","0.2","0","0","0","0.19","MLS"
"Maicon Santos","2013","ST","445","0.22","-0.04","0.19","0","0","0.01","0.19","MLS"
"Maitane Lopez","2023","CB","645","0","0.01","0.01","0.09","0.08","0.17","0.18","NWSL"
"Michelle Alozie","2023","W","1054","0.14","0.03","0.17","-0.02","0.04","0.01","0.18","NWSL"
"Denis Bouanga","2023","W","2713","0.16","0.02","0.18","-0.01","0.01","0","0.18","MLS"
"Gadi Kinda","2023","CM","943","0.17","0.02","0.18","-0.02","0.02","0","0.18","MLS"
"Rose Lavelle","2023","W","396","0.15","-0.01","0.15","0","0.03","0.03","0.18","NWSL"
"Lazar Stefanovic","2023","CB","86","-0.04","0.03","-0.01","0.17","0.02","0.19","0.18","MLS"
"Morgan Weaver","2023","W","1891","0.12","0.04","0.16","0","0.02","0.02","0.18","NWSL"
"Isaac Atanga","2022","FB","51","0.17","0.01","0.17","-0.01","0.02","0.01","0.18","MLS"
"Luciano Acosta","2022","AM","2708","0.13","0.06","0.19","0","0","-0.01","0.18","MLS"
"Gareth Bale","2022","W","425","0.17","-0.01","0.16","0.02","0.01","0.02","0.18","MLS"
"William Agada","2022","ST","1002","0.18","0","0.18","-0.01","0.01","0","0.18","MLS"
"Danny Hoesen","2022","ST","467","0.14","-0.01","0.13","-0.01","0.05","0.04","0.18","MLS"
"Riqui Puig","2022","CM","913","0.21","-0.05","0.16","-0.01","0.02","0.02","0.18","MLS"
"Lindsey Horan","2021","CM","1259","0.12","0.04","0.16","0","0.02","0.02","0.18","NWSL"
"Kristie Mewis","2021","CM","1529","0.09","0.09","0.18","0","0","0","0.18","NWSL"
"Alexandre Pato","2021","ST","131","0.06","-0.01","0.05","0.1","0.02","0.12","0.18","MLS"
"Sebastián Blanco","2021","AM","1312","0.24","-0.02","0.21","-0.02","-0.02","-0.04","0.18","MLS"
"Felipe Hernandez","2021","CM","457","0.09","0.04","0.13","0.02","0.03","0.05","0.18","MLS"
"Ilsinho","2020","AM","585","0.14","0.01","0.15","0.02","0.01","0.03","0.18","MLS"
"Vito Wormgoor","2020","CB","100","0.07","0.01","0.08","-0.06","0.16","0.1","0.18","MLS"
"Luis Arriaga","2019","DM","8","-0.03","0.02","-0.01","0.06","0.13","0.19","0.18","MLS"
"Kristen Hamilton","2019","ST","1403","0.2","0","0.2","-0.02","0","-0.02","0.18","NWSL"
"Valeri Qazaishvili","2019","W","2308","0.18","-0.01","0.17","0.01","0","0.01","0.18","MLS"
"Shea Salinas","2019","W","1504","0.17","0.01","0.17","0","0","0","0.18","MLS"
"Abby Erceg","2019","CB","1924","0.08","0","0.08","0.04","0.05","0.09","0.18","NWSL"
"Ariel Lassiter","2018","ST","114","0.21","-0.01","0.19","0.01","-0.02","-0.01","0.18","MLS"
"Jaelene Daniels","2018","FB","1906","0.09","0.02","0.11","0.03","0.05","0.08","0.18","NWSL"
"Zlatan Ibrahimovic","2018","ST","2333","0.18","-0.04","0.14","0.04","0","0.04","0.18","MLS"
"Luke Mulholland","2018","DM","100","0.06","0.02","0.08","0.08","0.02","0.1","0.18","MLS"
"Gonzalo Verón","2017","ST","907","0.18","0","0.17","0","0.02","0.01","0.18","MLS"
"Juan Agudelo","2016","ST","1449","0.17","-0.01","0.16","0.02","0","0.02","0.18","MLS"
"Lynn Williams","2016","ST","1788","0.15","0","0.15","0.01","0.02","0.03","0.18","NWSL"
"Sam Kerr","2016","ST","679","0.03","0.02","0.05","0.1","0.02","0.12","0.18","NWSL"
"Marco Bustos","2015","W","33","0.24","-0.01","0.22","-0.02","-0.02","-0.04","0.18","MLS"
"Kei Kamara","2015","ST","2951","0.19","-0.01","0.18","0.01","-0.02","0","0.18","MLS"
"Mauro Díaz","2014","AM","948","0.25","-0.05","0.2","0.01","-0.02","-0.02","0.18","MLS"
"Diego Valeri","2013","CM","2427","0.18","0","0.18","-0.01","0.01","0","0.18","MLS"
"Don Anding","2013","ST","34","0.25","-0.01","0.23","0.01","-0.06","-0.05","0.18","MLS"
"Álvaro Barreal","2023","FB","3009","0.07","0.07","0.13","0.01","0.03","0.04","0.17","MLS"
"Cucho Hernández","2023","ST","2532","0.19","-0.02","0.17","0.01","-0.01","0","0.17","MLS"
"Shea Connors","2023","CM","8","0.09","-0.01","0.09","-0.02","0.1","0.09","0.17","NWSL"
"Thembi Kgatlana","2023","W","736","0.16","0.01","0.17","-0.01","0.01","0","0.17","NWSL"
"Kai Wagner","2023","FB","2647","0.05","0.04","0.08","0.06","0.02","0.08","0.17","MLS"
"Ali Ahmed","2023","CM","1195","0.07","0.05","0.12","0.04","0.01","0.04","0.17","MLS"
"Carson Pickett","2022","FB","1863","0.11","0.05","0.17","0.02","-0.01","0.01","0.17","NWSL"
"Thiago Almada","2022","AM","2622","0.13","0.03","0.16","-0.01","0.02","0.01","0.17","MLS"
"Benjamin Redzic","2022","DM","97","0.18","0.02","0.2","-0.02","0","-0.02","0.17","MLS"
"Morgan Weaver","2022","W","1351","0.14","0.02","0.15","0.01","0.01","0.02","0.17","NWSL"
"Luke Haakenson","2021","W","430","0.19","0","0.19","-0.02","0","-0.02","0.17","MLS"
"Walker Zimmerman","2021","CB","2227","0.09","0","0.1","0.04","0.03","0.08","0.17","MLS"
"Marcelino Moreno","2021","CM","2799","0.12","0.04","0.16","-0.01","0.02","0.01","0.17","MLS"
"Megan Rapinoe","2021","W","782","0.14","0.02","0.16","0","0.01","0.01","0.17","NWSL"
"Mamadou Fall","2021","CB","1689","0.06","0.01","0.07","0.06","0.04","0.1","0.17","MLS"
"Mal Swanson","2021","W","2078","0.18","0","0.18","-0.01","0","-0.01","0.17","NWSL"
"Nichelle Prince","2020","W","367","0.12","0.03","0.14","-0.01","0.04","0.03","0.17","NWSL"
"Guram Kashia","2020","CB","234","0.03","0.01","0.03","0.09","0.05","0.14","0.17","MLS"
"Michael Barrios","2020","W","1815","0.09","0.03","0.12","0.04","0.01","0.05","0.17","MLS"
"Mohamed El-Munir","2020","FB","599","0.14","0.03","0.16","-0.02","0.02","0","0.17","MLS"
"Fanendo Adi","2020","ST","177","0.14","-0.01","0.13","0.01","0.03","0.04","0.17","MLS"
"Johnny Russell","2020","W","1479","0.07","0.05","0.12","0.02","0.02","0.04","0.17","MLS"
"Kevin Kratz","2019","CM","4","0.09","0","0.1","-0.08","0.15","0.07","0.17","MLS"
"Heather O'Reilly","2019","FB","509","0.12","0.02","0.13","-0.01","0.05","0.04","0.17","NWSL"
"Sebastián Blanco","2019","W","2772","0.24","-0.07","0.18","0.01","-0.01","-0.01","0.17","MLS"
"Johnny Russell","2019","W","2316","0.13","0.04","0.17","-0.01","0.01","0","0.17","MLS"
"Lindsey Horan","2018","CM","2142","0.22","-0.05","0.17","0","0","0","0.17","NWSL"
"Ignacio Piatti","2018","W","3041","0.14","0.02","0.17","0.01","-0.01","0","0.17","MLS"
"Darwin Quintero","2018","AM","2617","0.22","-0.03","0.19","-0.01","-0.01","-0.02","0.17","MLS"
"Cory Burke","2018","ST","1560","0.2","-0.01","0.19","0","-0.02","-0.02","0.17","MLS"
"Derrick Etienne","2018","W","1105","0.19","-0.01","0.18","0","-0.01","-0.01","0.17","MLS"
"Kelley O'Hara","2017","FB","1691","0.14","0.05","0.18","0.01","-0.02","-0.01","0.17","NWSL"
"Miguel Almirón","2017","AM","2573","0.16","-0.02","0.14","0.01","0.02","0.03","0.17","MLS"
"Javier Morales","2017","DM","820","0.09","0.06","0.16","-0.01","0.03","0.02","0.17","MLS"
"Ola Kamara","2016","ST","2015","0.21","0","0.21","-0.02","-0.01","-0.03","0.17","MLS"
"Jessica McDonald","2016","ST","1788","0.14","0.02","0.16","-0.01","0.02","0.01","0.17","NWSL"
"Pedro Ribeiro","2016","CM","172","0.17","0","0.18","-0.02","0.01","-0.01","0.17","MLS"
"David Villa","2016","ST","3098","0.17","-0.02","0.15","0.01","0.01","0.02","0.17","MLS"
"Sal Zizzo","2015","FB","1127","0.11","-0.01","0.1","0.03","0.04","0.07","0.17","MLS"
"Christian Dean","2014","CB","143","-0.02","0.03","0.01","0","0.16","0.16","0.17","MLS"
"Diego Valeri","2014","AM","2933","0.16","0.04","0.2","-0.01","-0.01","-0.03","0.17","MLS"
"Fabian Castillo","2014","W","2426","0.19","-0.02","0.18","-0.01","0","-0.01","0.17","MLS"
"Omar Salgado","2014","W","230","0.21","-0.02","0.19","-0.02","-0.01","-0.03","0.17","MLS"
"Thierry Henry","2014","ST","2848","0.16","0.02","0.18","-0.01","-0.01","-0.01","0.17","MLS"
"Emery Welshman","2013","ST","9","0.08","-0.01","0.07","0.1","0.01","0.11","0.17","MLS"
"Sebastian Velasquez","2013","CM","997","0.08","0.03","0.12","0.05","0","0.05","0.17","MLS"
"Landon Donovan","2013","ST","2007","0.13","0.03","0.16","0.02","-0.01","0.01","0.17","MLS"
"Morgan Gautrat","2023","DM","270","0.13","0.01","0.13","0.04","-0.02","0.03","0.16","NWSL"
"Déiber Caicedo","2023","W","283","0.11","0","0.11","0","0.05","0.05","0.16","MLS"
"Héctor Herrera","2023","CM","2732","0.13","-0.01","0.12","0.02","0.01","0.03","0.16","MLS"
"Hailie Mace","2022","FB","1652","0.11","0.03","0.14","0","0.03","0.03","0.16","NWSL"
"Nuno Santos","2022","DM","185","0.18","-0.02","0.16","-0.05","0.04","0","0.16","MLS"
"Kerolin","2022","ST","1200","0.15","-0.02","0.13","0.02","0.02","0.03","0.16","NWSL"
"Taty Castellanos","2022","ST","1653","0.13","0","0.13","0.01","0.02","0.03","0.16","MLS"
"Taylor Kornieck","2022","CM","1475","0.15","0","0.14","0","0.01","0.01","0.16","NWSL"
"Jess Fishlock","2022","AM","1677","0.14","0.01","0.14","0","0.01","0.01","0.16","NWSL"
"Arquimides Ordonez","2022","W","123","0.16","-0.01","0.15","-0.01","0.02","0.01","0.16","MLS"
"Sacha Kljestan","2022","DM","543","0.01","0.07","0.08","0.07","0.01","0.08","0.16","MLS"
"Jonathan Perez","2022","FB","14","0.01","0.01","0.02","0","0.14","0.14","0.16","MLS"
"Paige Monaghan","2020","W","398","0.11","0.01","0.12","0.07","-0.03","0.05","0.16","NWSL"
"Cristian Pavón","2020","W","1842","0.15","0.01","0.17","0","-0.01","0","0.16","MLS"
"Gerso","2020","W","777","0.12","0.03","0.15","0","0.02","0.01","0.16","MLS"
"José Cifuentes","2020","CM","1178","0.09","0.06","0.16","-0.03","0.03","0.01","0.16","MLS"
"Keaton Parks","2020","DM","1765","0.12","0.03","0.15","-0.02","0.03","0.01","0.16","MLS"
"Leah Pruitt","2020","W","152","0.16","0.01","0.16","-0.02","0.01","0","0.16","NWSL"
"Danilo Silva","2020","CB","39","-0.04","0.03","-0.01","0.03","0.14","0.17","0.16","MLS"
"Brian Rodríguez","2020","W","1261","0.1","0.02","0.12","0","0.04","0.04","0.16","MLS"
"Diego Rossi","2020","W","1552","0.12","-0.01","0.11","0.02","0.03","0.05","0.16","MLS"
"Cristian Espinoza","2019","W","2742","0.1","0.07","0.18","-0.01","0","-0.01","0.16","MLS"
"Omir Fernandez","2019","W","666","0.09","0.02","0.11","0.05","0","0.05","0.16","MLS"
"Simone Charley","2019","ST","549","0.17","-0.02","0.14","0.03","-0.01","0.01","0.16","NWSL"
"Luciano Acosta","2018","AM","2980","0.15","0.02","0.17","0","-0.01","-0.01","0.16","MLS"
"Bradley Wright-Phillips","2018","ST","2756","0.16","0","0.16","-0.01","0.01","0","0.16","MLS"
"Angelo Rodríguez","2018","ST","946","0.12","0.02","0.14","0.03","-0.01","0.01","0.16","MLS"
"Brandon Vázquez","2018","W","122","0.11","0.01","0.12","0.04","-0.01","0.03","0.16","MLS"
"Michael Murillo","2017","CB","1436","0.08","0.04","0.12","0","0.04","0.04","0.16","MLS"
"Valeri Qazaishvili","2017","W","838","0.2","0","0.2","-0.02","-0.02","-0.04","0.16","MLS"
"David Villa","2017","ST","2738","0.15","0","0.15","0","0.01","0.01","0.16","MLS"
"Sam Mewis","2016","CM","1346","0.15","-0.01","0.14","-0.01","0.03","0.02","0.16","NWSL"
"Conor Doyle","2016","W","40","0.21","-0.01","0.2","-0.06","0.02","-0.04","0.16","MLS"
"Jelle Van Damme","2016","CB","2626","0.07","0.04","0.11","0.04","0.01","0.06","0.16","MLS"
"Mark Bloom","2016","FB","361","0","0.01","0.01","0.11","0.04","0.15","0.16","MLS"
"Jess Fishlock","2016","DM","1493","0.07","0.04","0.11","0.01","0.04","0.05","0.16","NWSL"
"Frank Lampard","2016","CM","1370","0.12","0.06","0.18","-0.03","0","-0.02","0.16","MLS"
"Mechack Jerome","2014","FB","103","0.06","0","0.05","0.01","0.1","0.11","0.16","MLS"
"Damien Perrinelle","2014","CB","17","-0.04","0.03","-0.01","0","0.17","0.17","0.16","MLS"
"Javier Morales","2013","AM","2470","0.14","0.02","0.16","0","0.01","0","0.16","MLS"
"Rafael Garcia","2013","CM","259","0.14","-0.02","0.13","0.04","-0.01","0.03","0.16","MLS"
"Danny Koevermans","2013","ST","95","0.09","-0.01","0.08","0.09","-0.01","0.08","0.16","MLS"
"Cecelia Kizer","2023","W","1622","0.12","0.02","0.14","0.01","0.01","0.02","0.15","NWSL"
"Olivia Moultrie","2023","CM","1186","0.09","0.04","0.13","0.02","0","0.02","0.15","NWSL"
"Trinity Rodman","2023","W","1832","0.12","0","0.12","0.02","0.01","0.03","0.15","NWSL"
"Amirah Ali","2023","W","567","0.14","-0.01","0.13","0.02","0","0.02","0.15","NWSL"
"Santiago Arias","2023","FB","1830","0.1","0.01","0.1","0.01","0.03","0.05","0.15","MLS"
"Amet Korca","2023","CB","167","-0.06","0.02","-0.03","0.11","0.07","0.18","0.15","MLS"
"Giorgio Chiellini","2022","CB","787","0.03","0.01","0.04","0.05","0.06","0.11","0.15","MLS"
"Harrison Robledo","2022","CM","58","0.14","-0.01","0.13","0.01","0.01","0.03","0.15","MLS"
"Diego Rubio","2022","AM","2670","0.12","0.02","0.14","0.01","0","0.01","0.15","MLS"
"Vanessa Gilles","2022","CB","666","0.15","0.01","0.15","-0.03","0.03","0","0.15","NWSL"
"Mohamed Farsi","2022","FB","121","0.04","0.01","0.05","0.05","0.04","0.1","0.15","MLS"
"Machop Chol","2022","FB","105","0.13","0.01","0.14","-0.02","0.03","0","0.15","MLS"
"Felipe Mora","2022","ST","119","0.24","0","0.24","-0.01","-0.08","-0.1","0.15","MLS"
"Valérie Gauvin","2022","ST","83","0.03","-0.02","0.02","0.07","0.06","0.13","0.15","NWSL"
"Paul Arriola","2021","W","1453","0.15","0","0.15","-0.01","0.02","0.01","0.15","MLS"
"Michaela Abam","2021","W","108","0.13","-0.01","0.12","0.01","0.02","0.03","0.15","NWSL"
"Crystal Dunn","2021","AM","1181","0.09","0.01","0.1","0.02","0.04","0.05","0.15","NWSL"
"Emmanuel Boateng","2021","W","431","0.05","0.12","0.18","-0.02","-0.01","-0.03","0.15","MLS"
"Francisco Ginella","2021","CM","986","0.04","0.05","0.09","0.03","0.03","0.06","0.15","MLS"
"Carson Pickett","2021","FB","2323","0.05","0.11","0.16","-0.02","0","-0.02","0.15","NWSL"
"Jimena López","2021","FB","17","-0.04","0.01","-0.03","0.09","0.08","0.17","0.15","NWSL"
"Darwin Quintero","2020","W","1568","0.14","0","0.14","0","0.02","0.01","0.15","MLS"
"Anton Tinnerholm","2020","FB","1897","0.09","-0.01","0.08","0.02","0.05","0.07","0.15","MLS"
"Ricardo Pepi","2020","ST","543","0.18","-0.02","0.16","-0.02","0.01","-0.01","0.15","MLS"
"Dante Sealy","2020","W","80","0.11","-0.01","0.09","-0.03","0.08","0.06","0.15","MLS"
"Niko Hansen","2020","W","709","0.13","0","0.13","0.01","0.01","0.02","0.15","MLS"
"Marissa Everett","2020","ST","56","0.05","-0.02","0.03","0.08","0.03","0.12","0.15","NWSL"
"Cristian Martínez","2019","W","75","0.2","-0.08","0.12","0.04","0","0.03","0.15","MLS"
"Megan Rapinoe","2019","W","367","0.14","-0.01","0.13","0.02","0","0.02","0.15","NWSL"
"Alexandru Mitrita","2019","W","2333","0.16","0","0.16","-0.02","0.01","-0.01","0.15","MLS"
"Sam Mewis","2019","DM","1075","0.1","0.03","0.13","0","0.02","0.02","0.15","NWSL"
"Hayley Raso","2019","W","1115","0.15","-0.06","0.09","0.05","0.01","0.05","0.15","NWSL"
"Jack Elliott","2019","CB","3368","0.08","-0.02","0.06","0.07","0.01","0.08","0.15","MLS"
"Sebastian Giovinco","2018","ST","2591","0.14","0.02","0.15","0","0.01","0","0.15","MLS"
"Debinha","2018","W","1819","0.07","0.05","0.12","0","0.03","0.03","0.15","NWSL"
"Chioma Ubogagu","2018","W","1432","0.11","0.02","0.13","0","0.02","0.02","0.15","NWSL"
"Kristie Mewis","2018","FB","982","0.08","0.06","0.14","0.03","-0.02","0.01","0.15","NWSL"
"Alphonso Davies","2018","W","2670","0.11","0.01","0.11","0.04","-0.01","0.04","0.15","MLS"
"Ben Mines","2018","W","96","0.13","0","0.13","0","0.02","0.02","0.15","MLS"
"Chris Tierney","2018","FB","338","0.06","0.01","0.08","0.08","-0.01","0.07","0.15","MLS"
"Joao Plata","2018","W","1867","0.14","0.02","0.16","-0.02","0.01","-0.01","0.15","MLS"
"David Accam","2017","W","2299","0.1","0.04","0.14","-0.01","0.02","0.01","0.15","MLS"
"John Goossens","2017","DM","97","0.06","0.04","0.09","0.06","0","0.06","0.15","MLS"
"Julie Ertz","2017","DM","2074","0.14","-0.01","0.12","0.03","0","0.03","0.15","NWSL"
"Kelli Hubly","2017","FB","22","0.02","0.01","0.03","0.12","-0.01","0.11","0.15","NWSL"
"Clint Dempsey","2017","AM","2439","0.14","0.02","0.15","-0.01","0.01","-0.01","0.15","MLS"
"Maegan Kelly","2017","W","755","0.14","0","0.14","0.01","-0.01","0","0.15","NWSL"
"Romell Quioto","2017","W","1384","0.1","0.03","0.13","0.03","-0.01","0.02","0.15","MLS"
"Erick Torres","2016","ST","447","0.16","-0.01","0.15","0","0.01","0.01","0.15","MLS"
"Carlos Alvarez","2015","W","37","0.17","-0.01","0.16","-0.08","0.08","-0.01","0.15","MLS"
"Joseph Greenspan","2015","FB","202","0.01","-0.01","-0.01","0.18","-0.02","0.16","0.15","MLS"
"Bradley Wright-Phillips","2015","ST","3041","0.09","0.04","0.12","0.02","0.01","0.02","0.15","MLS"
"Dave Romney","2015","FB","284","0","-0.02","-0.02","0.18","-0.01","0.17","0.15","MLS"
"Shaun Wright-Phillips","2015","W","342","0.15","-0.02","0.13","0.03","-0.01","0.02","0.15","MLS"
"Ignacio Piatti","2014","AM","478","0.17","-0.02","0.15","0.02","-0.02","0","0.15","MLS"
"Clint Dempsey","2014","ST","2299","0.14","0.01","0.15","0.01","0","0","0.15","MLS"
"Obafemi Martins","2014","ST","2782","0.14","0.02","0.16","-0.01","-0.01","-0.02","0.15","MLS"
"David Horst","2013","CB","114","0.16","0.03","0.18","-0.11","0.08","-0.03","0.15","MLS"
"Justin Meram","2013","W","867","0.12","0","0.12","0.02","0.02","0.03","0.15","MLS"
"Dillon Serna","2013","W","16","0.23","-0.01","0.21","0.01","-0.08","-0.07","0.15","MLS"
"Jean Mota","2023","DM","991","0.05","0.01","0.06","0.09","-0.01","0.08","0.14","MLS"
"José Cifuentes","2023","CM","1526","0.06","0.07","0.13","0","0.02","0.01","0.14","MLS"
"Julian Gressel","2023","CM","2243","0.04","0.09","0.13","0.01","0","0.01","0.14","MLS"
"Aaron-Salem Boupendza","2023","ST","669","0.15","-0.01","0.15","0","0","-0.01","0.14","MLS"
"Samantha Staab","2023","CB","2164","0.09","0.01","0.1","0.02","0.02","0.04","0.14","NWSL"
